carat,cut,color,clarity,depth,table,price,x,y,z,logprice
0.42,Very Good,F,SI1,63.4,56,903,4.78,4.79,3.02,6.805722553416985
1.01,Premium,H,SI2,60.7,62,4412,6.47,6.45,3.87,8.392083380373393
2.07,Very Good,H,SI2,63.3,56,16723,8.11,8.07,5.12,9.724540296381123
0.7,Ideal,H,VS2,62.8,56,2209,5.67,5.64,3.55,7.700295203420117
1.01,Ideal,D,SI2,61.6,56,5006,6.45,6.47,3.99,8.518392471991719
0.57,Premium,J,VS2,59.5,62,1280,5.42,5.29,3.23,7.154615356913663
0.5,Very Good,E,VS2,63.2,57,1624,5.09,5.03,3.19,7.392647520721623
0.41,Ideal,E,VVS2,61.4,56,1243,4.78,4.83,2.94,7.1252830915107115
1.23,Ideal,D,VVS2,62.4,56,13165,6.81,6.88,4.25,9.48531707193041
0.42,Ideal,G,SI2,61.5,56,539,4.81,4.85,2.97,6.289715570908998
1.22,Premium,I,VS2,60.6,58,6149,6.94,6.86,4.22,8.724044745953469
0.71,Ideal,H,VS1,61.7,55,3189,5.75,5.73,3.56,8.067462667010057
2.01,Premium,G,SI2,62.3,60,13940,7.97,7.99,4.96,9.542517684314515
1.51,Premium,I,SI1,61.8,61,8637,7.26,7.24,4.47,9.063810579280286
1.09,Premium,D,VVS2,61.7,59,12185,6.57,6.64,4.06,9.407960966059306
1.03,Ideal,G,VVS1,62,55,8398,6.5,6.54,4.01,9.035748861244139
0.55,Ideal,G,VS1,61.6,55,1881,5.31,5.23,3.27,7.53955882930103
0.9,Good,E,SI2,63.4,61,3584,6.01,6.27,3.8,8.18423477409482
0.31,Ideal,H,VS1,62,56,562,4.33,4.36,2.69,6.331501849893691
1.2,Ideal,H,VS2,62.4,54.7,7235,6.84,6.79,4.25,8.886685639065584
0.52,Very Good,D,SI1,62.7,54,1574,5.12,5.16,3.19,7.3613754289773485
1.64,Good,F,VS2,59.8,56,15309,7.61,7.67,4.58,9.63619616973208
0.52,Ideal,G,VVS1,61.9,55,1904,5.16,5.19,3.21,7.55171221535131
2.01,Fair,G,I1,65.6,55,8064,7.91,7.9,5.15,8.99516499031115
1.2,Premium,J,SI2,58.7,62,3951,6.93,6.89,4.09,8.281723990411392
0.54,Fair,D,SI1,56.2,59,1723,5.37,5.37,3.05,7.45182223652793
1.3,Premium,J,SI2,62.3,58,4542,7.01,6.97,4.35,8.421122722665503
1.09,Premium,G,SI2,61.3,58,4366,6.64,6.7,4.03,8.38160253710989
0.72,Ideal,D,VS1,61.6,56,3522,5.73,5.75,3.55,8.166784289056151
1.09,Very Good,I,SI2,63.2,58,4075,6.54,6.5,4.13,8.312626025674962
0.72,Very Good,G,SI2,62.1,57,1764,5.73,5.76,3.54,7.475339236566737
0.45,Fair,F,VS2,66,59,1197,4.79,4.77,3.14,7.087573705557973
0.58,Fair,F,VVS2,64.7,59,1902,5.18,5.25,3.41,7.550661243105336
2.09,Fair,G,SI2,64.9,61,13007,8.09,7.98,5.19,9.47324295306374
0.71,Very Good,F,SI1,61.1,56,2742,5.71,5.78,3.51,7.91644286012226
1.5,Ideal,G,SI2,61.4,55,9104,7.37,7.42,4.52,9.116469156366112
0.42,Ideal,G,VVS1,61.1,56,1179,4.82,4.87,2.95,7.072421900537371
0.27,Very Good,E,VS2,58.6,61,399,4.24,4.28,2.53,5.988961416889864
0.37,Very Good,D,VS2,62.3,60,811,4.6,4.53,2.85,6.698268054115413
0.41,Very Good,F,VS2,63.2,58,804,4.69,4.72,2.97,6.6895992691789665
1.23,Premium,J,VS2,62.7,59,5173,6.79,6.82,4.26,8.551208070003515
0.96,Premium,J,VVS2,60.3,59,4098,6.36,6.3,3.81,8.318254328798846
0.6,Ideal,D,VS2,62,56,2112,5.45,5.43,3.36,7.655390644826152
0.31,Ideal,E,VVS2,61.1,56,853,4.4,4.43,2.7,6.748759547491679
0.35,Premium,E,VVS1,63,58,852,4.45,4.52,2.81,6.747586526829315
0.4,Premium,F,VS1,60.5,59,1050,4.77,4.74,2.9,6.956545443151569
0.38,Ideal,I,VS2,61.7,57,812,4.65,4.7,2.88,6.699500340161678
0.8,Ideal,G,SI2,62.2,57,2616,5.89,5.84,3.7,7.86940171257709
0.91,Premium,E,VS1,60.6,57,5535,6.27,6.27,3.81,8.618846845142738
0.73,Premium,F,VS2,61.4,58,2805,5.78,5.74,3.55,7.9391588179567965
1,Premium,G,SI2,62.7,59,4327,6.34,6.31,3.97,8.372629740224884
0.51,Ideal,E,VVS2,62.5,55,2271,5.08,5.12,3.17,7.7279755421055585
0.36,Ideal,D,SI1,62.3,53,780,4.55,4.58,2.84,6.659293919683638
0.7,Ideal,I,VS1,62.2,56,2398,5.63,5.67,3.52,7.7823903355874595
0.4,Premium,E,SI2,62.9,61,855,4.72,4.69,2.96,6.75110146893676
1.55,Ideal,F,SI1,61.9,54,10694,7.45,7.43,4.61,9.277438115508676
1.7,Ideal,J,VS2,60.5,56,9901,7.73,7.7,4.68,9.200391041122515
2.06,Ideal,J,SI2,62.7,55,12654,8.19,8.08,5.1,9.44572864970683
1.02,Ideal,G,SI2,62.7,57,4284,6.44,6.44,4.05,8.36264243156764
0.4,Ideal,E,SI1,62.2,57,882,4.74,4.7,2.94,6.782192056006791
0.31,Ideal,E,VS2,62.2,55,745,4.37,4.38,2.71,6.61338421837956
0.75,Ideal,E,VS1,62,58,3593,5.78,5.82,3.6,8.186742787113518
1.02,Premium,J,SI2,60.9,59,3149,6.46,6.41,3.96,8.054840221101024
1.67,Ideal,H,VS2,62.5,55,15197,7.57,7.62,4.72,9.628853318933604
1.01,Very Good,D,VS2,63.3,58,6447,6.35,6.36,4.01,8.77137018531062
0.39,Premium,E,VS2,61.3,61,1080,4.72,4.75,2.89,6.984716320118266
0.51,Premium,G,VVS2,61.5,60,1974,5.17,5.12,3.14,7.587817219993427
1.06,Ideal,I,VS2,60.3,54,5105,6.6,6.68,3.98,8.537975730598767
0.9,Very Good,F,VS1,62,57,4961,6.14,6.18,3.79,8.509362612301048
0.5,Good,I,SI2,63.6,55,947,5.08,5.02,3.22,6.853299093186078
2.03,Premium,I,VS2,59.6,62,14238,8.23,8.21,4.9,9.563669725663818
0.77,Very Good,I,VS1,62.2,59,2682,5.8,5.82,3.62,7.894318063841624
1.2,Very Good,H,SI1,63.3,55,5114,6.75,6.81,4.24,8.539737155851132
0.33,Premium,J,VS2,60,61,450,4.5,4.52,2.7,6.1092475827643655
0.5,Ideal,G,VS2,62.5,57,1546,5.08,5.1,3.18,7.343426229147367
1.14,Premium,I,SI1,62.4,58,4536,6.7,6.66,4.17,8.419800845407588
0.71,Very Good,I,VVS2,61.5,60,2137,5.7,5.76,3.49,7.667158255319148
0.37,Ideal,E,VS1,61.6,56,1124,4.65,4.6,2.86,7.024649030453636
0.3,Ideal,I,VS1,62.2,56,424,4.24,4.28,2.65,6.049733455231958
0.53,Premium,D,SI1,61.4,58,1631,5.19,5.21,3.21,7.396948602621014
0.7,Very Good,F,VVS2,62.5,63,3136,5.64,5.61,3.51,8.0507033814703
0.32,Ideal,D,VS2,61.6,56,972,4.43,4.39,2.73,6.879355804460439
0.77,Very Good,E,SI1,60.4,57,2896,5.94,5.98,3.59,7.971085753505607
1.13,Premium,H,SI2,62.3,57,4186,6.7,6.62,4.15,8.339500903005945
1.42,Ideal,J,SI1,61.9,58,6889,7.2,7.22,4.45,8.837681215593197
0.9,Fair,D,SI2,64.4,61,3473,6.09,5.99,3.93,8.152774052744075
0.7,Good,I,VS1,63.1,55,2274,5.61,5.75,3.55,7.729295674310482
1.09,Premium,G,SI2,62.3,57,4488,6.61,6.57,4.09,8.409162447202533
0.45,Ideal,G,VVS1,61.9,55,1323,4.9,4.94,3.06,7.187657164114956
0.52,Very Good,J,VS2,58,60,1172,5.34,5.32,3.05,7.066466970136958
0.51,Very Good,E,SI1,61,59,1343,5.11,5.13,3.14,7.202661196523238
1.62,Ideal,E,VS1,62.4,54,17425,7.48,7.52,4.66,9.765661235628725
0.32,Premium,D,SI1,62.2,60,589,4.4,4.43,2.73,6.3784261836515865
1.01,Premium,F,SI2,61.3,60,4497,6.43,6.42,3.94,8.411165786770708
1.05,Ideal,G,SI1,62.8,56,4824,6.45,6.48,4.11,8.481358738407021
0.66,Ideal,F,SI1,62.7,54,2089,5.55,5.6,3.49,7.644440761556566
0.3,Ideal,G,VS1,61.7,54.6,776,4.32,4.29,2.67,6.654152520183219
1.7,Premium,H,SI1,62.3,58,12696,7.63,7.59,4.74,9.449042262206245
0.33,Premium,F,VS2,60.1,59,619,4.46,4.44,2.68,6.428105272684596
0.31,Very Good,F,VS2,62.1,55,645,4.34,4.37,2.7,6.4692503167957724
1.02,Ideal,I,SI1,60.7,57,3983,6.51,6.54,3.96,8.289790583181643
0.5,Ideal,E,VS1,62.4,52.4,1724,5.22,5.1,3.19,7.452402451223638
1.2,Very Good,G,VS1,62.5,56,8602,6.7,6.73,4.19,9.059750013343681
1.7,Ideal,I,SI2,61.6,55,7140,7.63,7.58,4.68,8.87346805533363
1.06,Very Good,H,SI1,60.2,59,4764,6.6,6.67,3.96,8.46884293047519
0.54,Ideal,G,VVS2,61.4,56.3,1948,5.29,5.3,3.22,7.5745584842024805
0.5,Premium,G,VS1,62.2,58,1624,5.08,5.12,3.16,7.392647520721623
1.1,Ideal,J,SI2,62.2,57,4325,6.58,6.62,4.1,8.37216741936598
0.32,Premium,G,SI1,60.5,58,612,4.4,4.42,2.68,6.416732282512326
0.36,Ideal,E,VS1,62,55,852,4.6,4.56,2.83,6.747586526829315
0.4,Ideal,H,VS1,61.1,56,1299,4.78,4.76,2.92,7.1693500166706
0.57,Premium,E,VS2,61,58,1949,5.34,5.31,3.25,7.575071699507561
0.32,Premium,F,SI2,63,58,576,4.4,4.34,2.76,6.3561076606958915
1,Premium,E,VS1,63,60,7744,6.36,6.32,4,8.954673628956414
0.71,Very Good,H,VS1,62.8,59,2562,5.75,5.78,3.58,7.848543482456679
0.53,Ideal,H,SI1,62.2,55.3,1195,5.17,5.23,3.22,7.085901464365611
1.2,Premium,F,SI1,60.1,59,6809,6.91,6.91,4.13,8.826000545482966
1.01,Good,G,VS2,63.8,57,6126,6.27,6.34,4.04,8.72029728739272
0.52,Very Good,H,SI1,62.6,58,1219,5.11,5.14,3.18,7.105786129481271
1.55,Ideal,J,SI1,62.4,57,8221,7.36,7.43,4.6,9.014447135152134
0.41,Ideal,G,VS2,62.5,54,1008,4.79,4.75,2.98,6.915723448631314
0.42,Very Good,D,SI2,63.4,59,692,4.77,4.79,3.01,6.539585955617669
0.3,Premium,G,VS1,61.8,59,802,4.36,4.34,2.69,6.687108607866515
1.27,Very Good,G,VVS2,62,58,8793,6.97,6.86,4.32,9.081711229379001
0.7,Good,F,VS2,63.8,58,2362,5.61,5.61,3.58,7.767263996757308
0.24,Very Good,H,VVS1,62.9,54,449,3.95,4.01,2.49,6.1070228877422545
0.28,Very Good,F,VVS2,62.6,56,777,4.18,4.21,2.62,6.655440350367647
0.3,Very Good,G,VVS1,63.5,57,1013,4.27,4.24,2.69,6.920671504248683
0.82,Very Good,J,SI1,63.6,58,2307,5.96,5.92,3.78,7.7437032581737535
0.47,Ideal,I,SI2,61.9,53,918,4.99,5.02,3.11,6.822197390620491
0.5,Good,E,VS2,63.8,56,1395,5.02,5.02,3.2,7.240649694255466
1.35,Premium,G,VVS2,61.3,58,12207,7.15,7.11,4.36,9.4097648366698
0.53,Ideal,G,VVS2,60.4,57,1946,5.27,5.3,3.18,7.57353126274595
1.05,Ideal,G,SI2,59.6,57,3799,6.69,6.62,3.98,8.242493153187626
0.51,Ideal,G,VVS2,61.1,56,2303,5.19,5.17,3.16,7.741967899820685
1.73,Very Good,G,VS2,62.7,57,15014,7.58,7.66,4.83,9.616738378132947
0.71,Very Good,F,SI1,63.1,60,2240,5.61,5.65,3.57,7.7142311448490855
0.33,Good,F,VVS1,63.8,54,764,4.4,4.36,2.84,6.638567789166521
1.03,Premium,H,SI1,61.8,58,4316,6.52,6.47,4.01,8.370084326378025
1.5,Very Good,I,VS1,63.3,56,10655,7.24,7.28,4.55,9.273784544532717
1,Premium,F,SI1,62.1,59,5151,6.38,6.43,3.95,8.546946149565585
1.51,Good,E,SI1,63.1,60,11666,7.25,7.34,4.59,9.364433907313582
0.31,Premium,F,VS2,59,59,802,4.47,4.42,2.63,6.687108607866515
0.71,Very Good,I,VVS1,62.7,58,2572,5.64,5.67,3.56,7.85243908535751
0.76,Very Good,J,VS1,63.1,57,2066,5.86,5.83,3.65,7.633369649679584
1.15,Ideal,H,VS1,61.9,56,4838,6.72,6.76,4.16,8.484256691169973
0.92,Ideal,E,SI1,61.4,56,4696,6.3,6.38,3.82,8.454466361507933
0.56,Ideal,G,SI1,62.5,56,1334,5.23,5.3,3.28,7.195937226475569
0.5,Good,D,SI2,57.1,58,1243,5.22,5.2,3,7.1252830915107115
0.75,Ideal,J,SI1,61.2,55,2001,5.92,5.89,3.6,7.601402334583733
0.32,Good,E,SI2,63.7,55,421,4.33,4.28,2.75,6.042632833682381
1.02,Ideal,F,VS1,61.5,56,7137,6.49,6.52,3.98,8.873047798971067
1.2,Ideal,J,SI1,62.2,57,5166,6.79,6.78,4.22,8.549853973655786
1.51,Ideal,J,SI1,62.1,57,7721,7.36,7.28,4.56,8.951699168308815
0.38,Ideal,E,VS2,61.5,57,839,4.69,4.71,2.89,6.732210706467206
1,Very Good,G,VS1,59.1,58,6505,6.52,6.61,3.86,8.780326390946605
1.08,Very Good,E,SI2,63.5,56,3861,6.49,6.42,4.1,8.258681496264236
0.46,Fair,G,VS2,65.6,59,1102,4.89,4.78,3.15,7.004881989712859
0.54,Premium,G,VS1,61.1,57,1957,5.28,5.21,3.22,7.579167967396076
0.7,Good,F,SI1,63.7,56,2121,5.63,5.62,3.58,7.659642954564682
0.74,Fair,H,SI2,62,53,1970,5.81,5.79,3.6,7.585788821732034
1.07,Ideal,G,VS2,62.3,57,6471,6.53,6.5,4.07,8.775085935057266
1.14,Ideal,J,SI1,60.7,57,3045,6.74,6.74,4.12,8.021256180143997
1.11,Premium,H,VS2,61.1,61,5364,6.71,6.65,4.07,8.587465244401569
0.54,Ideal,D,SI1,62.4,57,1631,5.21,5.23,3.24,7.396948602621014
1.52,Ideal,H,VS1,61.8,56,11154,7.4,7.34,4.56,9.3195534569495
0.75,Premium,E,SI1,62.2,59,2814,5.89,5.82,3.63,7.942362237674335
1.51,Premium,H,VS2,61.2,58,10750,7.37,7.31,4.52,9.28266103355581
0.91,Very Good,F,SI2,61.6,59,4334,6.17,6.23,3.82,8.374246182096304
0.29,Good,F,VS1,64.9,55,555,4.28,4.25,2.74,6.318968113746434
0.32,Ideal,F,VVS1,62.1,54,990,4.43,4.43,2.74,6.897704943128636
0.47,Ideal,H,IF,61.9,56,1865,5,5.05,3.1,7.5310163320779155
0.33,Ideal,G,VS1,61.8,56,666,4.46,4.49,2.77,6.501289670540389
1.5,Good,G,VS1,63.8,61,12862,7.08,7.11,4.54,9.462032506694808
1.7,Ideal,I,VS1,62.2,55,13127,7.68,7.63,4.78,9.482426456803408
0.31,Premium,H,IF,60.4,58,764,4.39,4.41,2.66,6.638567789166521
0.56,Ideal,H,VS2,61.6,56,1694,5.28,5.34,3.27,7.434847875211999
0.31,Premium,G,SI1,62.1,59,462,4.33,4.36,2.7,6.135564891081739
1.09,Ideal,H,SI1,61.8,54,5376,6.64,6.6,4.08,8.589699882202986
0.52,Ideal,F,VS1,61.2,57,2138,5.24,5.19,3.17,7.6676260915849905
0.54,Ideal,F,VS2,61.1,56,1715,5.25,5.26,3.22,7.44716835960004
0.71,Very Good,E,VVS1,57.9,63,4339,5.85,5.7,3.43,8.37539918579835
1.11,Very Good,I,SI2,61.1,61,4195,6.63,6.68,4.07,8.341648618901306
0.51,Ideal,G,VVS2,61.9,55,1974,5.15,5.17,3.2,7.587817219993427
0.32,Ideal,I,VVS1,62.5,55,756,4.39,4.4,2.74,6.628041376179533
0.3,Premium,D,SI1,62.2,58,571,4.28,4.26,2.67,6.3473892096560105
0.54,Good,E,SI2,59.1,65,1250,5.28,5.36,3.12,7.1308988302963465
1.32,Ideal,I,VS1,61.2,57,7751,7.09,7.07,4.35,8.955577146281511
0.81,Ideal,F,VS2,62.1,55,3653,5.99,5.97,3.7,8.203304026795282
0.5,Premium,G,SI2,60.7,60,926,5.14,5.07,3.08,6.8308742346461795
1.11,Ideal,D,VVS1,61.1,58,11330,6.69,6.76,4.1,9.335209354022052
1.01,Fair,F,VS2,65.2,56,5501,6.27,6.25,4.07,8.612685172875459
0.31,Ideal,G,SI2,62.2,54,421,4.36,4.37,2.73,6.042632833682381
1.21,Very Good,J,VS2,63,59,4963,6.64,6.75,4.18,8.50976567558744
0.32,Ideal,G,IF,61.2,57,918,4.4,4.43,2.71,6.822197390620491
0.83,Very Good,D,SI1,63.1,58,3295,5.97,6.03,3.75,8.100161446936607
0.31,Ideal,G,VVS2,61.4,56,687,4.36,4.39,2.69,6.532334292222349
2.32,Premium,J,SI1,59.6,59,12499,8.7,8.56,5.16,9.433403920090221
0.91,Very Good,E,SI2,60.3,57,3986,6.33,6.36,3.77,8.29054350077274
1,Ideal,G,VS1,62.2,57,7290,6.39,6.35,3.99,8.894258825002703
0.41,Ideal,G,VS1,61.1,56,1269,4.8,4.84,2.94,7.1459844677143876
0.3,Ideal,G,VVS1,61.7,54,764,4.33,4.37,2.68,6.638567789166521
0.52,Ideal,F,SI2,61.5,54,1142,5.17,5.2,3.2,7.040536390215956
0.9,Premium,F,SI1,59.9,58,4062,6.29,6.22,3.77,8.30943074214033
1.04,Ideal,I,VS1,62.9,56,4664,6.5,6.45,4.05,8.447628728030327
0.55,Premium,G,VS1,61.5,60,1849,5.29,5.25,3.24,7.522400231387125
0.3,Premium,H,SI1,60.8,59,540,4.35,4.32,2.63,6.29156913955832
0.36,Ideal,E,VS2,62.6,57,933,4.57,4.53,2.82,6.838405200847344
0.51,Ideal,F,VVS1,62,56,2359,5.09,5.15,3.17,7.765993079407675
0.36,Premium,G,VS1,59.7,58,906,4.66,4.68,2.76,6.80903930604298
1.5,Very Good,H,SI1,60.7,58,9448,7.32,7.41,4.47,9.153558357877198
1.23,Ideal,F,VVS2,62.3,56,11880,6.81,6.84,4.25,9.382611592916636
0.4,Ideal,D,VVS2,61.3,56,1263,4.73,4.74,2.92,7.141245122350491
2.13,Premium,G,SI2,60,58,15584,8.39,8.43,5.02,9.654000025882317
0.52,Ideal,D,VS2,61.8,56,1919,5.19,5.16,3.19,7.5595594960077
0.3,Ideal,E,VS2,62.1,56,658,4.32,4.34,2.7,6.489204931325317
1.02,Ideal,F,VS1,61,57,8061,6.55,6.49,3.98,8.9947928972836
0.8,Ideal,I,VS2,60.7,59,2692,6.02,6.02,3.64,7.898039690764619
0.32,Ideal,G,VVS1,61.1,53,796,4.42,4.46,2.71,6.679599185844383
0.54,Very Good,F,VS2,60.9,56,1662,5.28,5.39,3.22,7.415776975415394
0.3,Premium,D,VS1,60.7,59,742,4.39,4.33,2.63,6.60934924316738
0.53,Premium,E,SI1,61.9,59,1654,5.22,5.2,3.24,7.4109518755836366
0.36,Good,G,SI2,63.4,58,447,4.52,4.49,2.86,6.102558594613569
1.53,Ideal,F,SI1,62,58,9565,7.37,7.34,4.56,9.165865881874353
1.71,Very Good,D,SI2,62.1,56,12379,7.55,7.62,4.72,9.42375676753181
1.61,Premium,J,VS2,61.7,58,7424,7.53,7.49,4.66,8.912473274466036
1.01,Very Good,G,SI1,59.9,55,4574,6.5,6.56,3.89,8.428143374582726
1.02,Very Good,H,SI1,62.6,58,4574,6.38,6.43,4.01,8.428143374582726
1.25,Premium,H,VS1,62.2,57,7222,6.86,6.92,4.25,8.884887201837403
1.26,Premium,I,SI2,62.2,56,5000,6.9,6.92,4.32,8.517193191416238
1,Premium,H,SI1,58.3,60,4935,6.61,6.56,3.83,8.504107951867582
0.32,Good,D,I1,63.7,55,593,4.32,4.36,2.75,6.385194398997726
1.2,Very Good,I,VS2,62.5,59,5955,6.66,6.76,4.18,8.691986481789401
0.32,Ideal,G,VVS1,61.3,60,755,4.39,4.36,2.7,6.626717749249025
2.01,Premium,I,VS2,59.5,61,16778,8.21,8.12,4.89,9.72782378340624
0.5,Premium,G,VVS2,60.9,62,1867,5.09,5.07,3.08,7.532088143541722
0.45,Ideal,F,SI1,60.6,55,810,4.96,5.08,3.02,6.697034247666484
1.05,Ideal,D,SI1,62.8,55,5914,6.4,6.5,4.08,8.685077700412423
0.24,Good,F,VS1,64.1,59,419,3.89,3.9,2.51,6.037870919922137
0.3,Premium,G,SI1,62.7,58,574,4.3,4.28,2.68,6.352629396319567
1,Very Good,F,SI2,62.9,56,4081,6.35,6.44,4.02,8.314097335405807
0.55,Ideal,G,VS1,61.3,56,1902,5.28,5.3,3.25,7.550661243105336
0.58,Ideal,E,VS2,61.9,57,1809,5.38,5.33,3.33,7.500529485395295
1.01,Premium,F,SI1,61.3,61,5248,6.44,6.39,3.94,8.565602330623925
0.39,Very Good,G,VS2,63.4,57,1009,4.68,4.63,2.94,6.9167150203536085
0.9,Good,E,SI1,58.1,61.2,4735,6.24,6.29,3.62,8.462737005620179
1.21,Very Good,I,SI1,62.9,55,5245,6.76,6.84,4.26,8.565030520830398
0.72,Ideal,I,VS2,61.1,57,2337,5.79,5.82,3.55,7.756623334538858
1.01,Very Good,G,VS2,61.6,56,5944,6.39,6.45,3.95,8.690137586397595
0.83,Very Good,D,SI1,63.1,55,2954,6.01,5.98,3.76,7.9909154630913255
1.2,Ideal,I,SI1,63.7,61,4368,6.7,6.69,4.26,8.38206051742474
1.58,Premium,G,VS1,62.5,59,14180,7.47,7.44,4.64,9.559587800086119
0.71,Very Good,G,I1,63,55,1298,5.71,5.67,3.59,7.168579897264035
1.2,Ideal,I,SI1,62.2,54,5174,6.78,6.82,4.23,8.551401362745974
2.32,Ideal,I,SI2,62,57,17162,8.51,8.48,5.24,9.750452916367067
1.53,Premium,G,SI2,58.5,57,6788,7.52,7.59,4.44,8.822911626354117
1.62,Ideal,I,VS2,62.1,56,11019,7.51,7.53,4.67,9.307376334487778
0.51,Ideal,G,VS2,61.8,56,1557,5.12,5.14,3.18,7.350516171833998
0.34,Very Good,H,VVS1,61,62,798,4.54,4.57,2.74,6.682108597449809
0.32,Very Good,E,SI1,60.4,60,526,4.41,4.43,2.66,6.26530121273771
0.35,Ideal,F,VS1,62.4,55,706,4.49,4.54,2.81,6.559615237493242
1.23,Very Good,F,VVS2,60.7,62,11130,6.9,6.93,4.15,9.31739944426959
0.61,Premium,D,SI1,62.3,59,1927,5.4,5.43,3.39,7.563719668414366
0.54,Ideal,H,VVS2,61.1,57,2154,5.29,5.3,3.21,7.675081857716334
0.31,Ideal,H,VVS2,61.4,55.3,625,4.35,4.37,2.68,6.437751649736401
1.29,Ideal,D,I1,61.3,56,5158,7.01,6.95,4.3,8.54830418644129
0.38,Ideal,E,VS2,60.1,56,985,4.71,4.69,2.85,6.892641641172089
0.56,Ideal,F,VVS2,61.9,56,2558,5.28,5.33,3.28,7.846980982138788
1.16,Premium,G,SI1,62.5,55,7731,6.74,6.67,4.2,8.952993499320474
0.5,Ideal,E,SI1,59.1,58,1331,5.21,5.13,3.09,7.193685818395112
0.3,Fair,E,VS1,61.4,66,653,4.3,4.22,2.64,6.481577129276431
1,Fair,G,I1,68,53,1805,6.17,6.05,4.1,7.498315870766981
1.58,Very Good,D,SI1,62.4,57,13582,7.37,7.43,4.63,9.516500665673737
1.26,Ideal,H,SI1,61.8,57,6783,6.93,6.92,4.29,8.82217476094608
0.9,Good,E,SI2,61.6,65,3595,6.12,6.22,3.77,8.187299270155147
1.5,Very Good,D,VS2,63.1,54,14482,7.34,7.3,4.62,9.580661777948766
2.71,Premium,D,I1,60.4,55,10453,9.05,9.01,5.45,9.254644297532707
0.7,Ideal,G,VVS1,62.6,55,3123,5.63,5.71,3.53,8.046549357283078
1.06,Ideal,E,SI2,61.8,55,5223,6.55,6.55,4.04,8.560827228436299
0.9,Very Good,F,SI1,63.1,59,3950,6.18,6.12,3.88,8.281470857895167
0.54,Premium,E,VS2,59.2,58,1754,5.35,5.32,3.16,7.469654172932128
0.33,Premium,G,VVS2,60.9,58,965,4.49,4.47,2.72,6.872128101338986
1.32,Premium,I,VS1,62.5,58,6390,6.99,7.02,4.35,8.762489547371581
0.53,Premium,E,VS1,60.3,58,1928,5.22,5.28,3.16,7.564238475170491
1.25,Ideal,E,VS2,61.1,57,8693,6.94,7.02,4.23,9.070273383079064
0.9,Good,J,VS1,63.9,59,3062,5.97,6.02,3.83,8.026823576217629
1.2,Very Good,F,VS2,62.4,58,9176,6.74,6.78,4.23,9.124346658809207
0.9,Good,H,VS1,60.6,64,3500,6.14,6.2,3.76,8.160518247477505
1.36,Ideal,G,SI1,62.1,57,8075,7.12,7.04,4.43,8.996528148090857
0.42,Ideal,G,VS2,62.2,54,984,4.85,4.79,2.99,6.891625897052253
1.52,Premium,E,VS1,62.5,56,16187,7.41,7.32,4.6,9.69196372993396
0.32,Good,E,SI1,63.3,57,544,4.36,4.39,2.77,6.298949246855942
1.2,Ideal,H,SI1,62.3,57,6675,6.78,6.71,4.22,8.80612448326845
0.42,Very Good,H,VS2,62.9,54,792,4.74,4.77,3.02,6.674561391814426
0.31,Ideal,E,SI2,60.1,57,558,4.41,4.36,2.68,6.324358962381311
1.2,Premium,H,VS1,62.8,59,5773,6.73,6.66,4.2,8.660947155060933
1.37,Premium,J,SI2,59.7,58,5284,7.38,7.28,4.44,8.572438665642215
1.51,Premium,E,SI2,58.8,60,10433,7.55,7.46,4.42,9.25272913846797
0.32,Good,D,SI2,64,55,441,4.34,4.37,2.77,6.089044875446846
1.27,Very Good,F,VS2,60.7,61,8959,6.97,7.01,4.24,9.100413892597578
1.52,Very Good,I,SI1,59.9,57,9314,7.46,7.43,4.49,9.139273923542323
1.16,Very Good,G,VS2,63.2,58,6803,6.65,6.58,4.2,8.825118970345061
1.35,Very Good,G,SI2,63.2,59,4861,6.98,6.94,4.48,8.488999457045455
0.9,Fair,J,VS1,65.4,60,2666,6,5.96,3.86,7.888334500738654
0.28,Very Good,G,VVS2,61.4,56,522,4.17,4.22,2.58,6.257667587882639
0.7,Good,E,SI1,63.2,57,2496,5.66,5.62,3.57,7.822444729489319
0.5,Good,F,SI2,57.7,63,1038,5.21,5.11,3.01,6.945051063725834
0.55,Ideal,E,VS1,61.7,56,2001,5.27,5.23,3.26,7.601402334583733
0.53,Very Good,F,SI1,62.9,55,1267,5.11,5.17,3.21,7.144407180321139
0.23,Very Good,D,VS1,62.4,53,419,3.93,3.95,2.46,6.037870919922137
0.55,Premium,F,SI1,60.8,58,1374,5.24,5.29,3.19,7.2254814727822945
0.73,Fair,H,SI2,66.1,57,2203,5.6,5.53,3.66,7.697575346802343
1.5,Ideal,F,VS2,61.9,55,15444,7.37,7.42,4.54,9.644975857384127
0.31,Ideal,G,VVS2,62.7,57,977,4.33,4.33,2.71,6.884486652042782
1.1,Ideal,H,SI2,62,57,4733,6.61,6.57,4.11,8.462314529906248
0.71,Ideal,G,SI1,61.6,56,2649,5.68,5.74,3.49,7.88193748927207
0.51,Ideal,E,VS2,61.4,56,1760,5.15,5.14,3.16,7.473069088032197
1.05,Very Good,H,IF,59.7,55,6651,6.6,6.64,3.94,8.802522498284421
0.56,Ideal,F,VS2,62.2,55,1871,5.3,5.28,3.29,7.534228326274089
1.02,Ideal,H,SI2,60.7,57,4319,6.57,6.53,3.96,8.3707791729607
0.71,Premium,H,VVS2,62.8,56,2695,5.71,5.64,3.58,7.899153483343097
1.01,Premium,E,SI1,61.6,60,5456,6.41,6.37,3.96,8.604471199523298
